           1 ;   1.0000000000000243E-006
          21 ;   1.9999999999999402E-006
          41 ;   5.9999999999999290E-006
          61 ;   1.1999999999999966E-005
          81 ;   2.1000000000000077E-005
         101 ;   3.0999999999999995E-005
         121 ;   4.5000000000000010E-005
         141 ;   6.1000000000000073E-005
         161 ;   7.8000000000000053E-005
         181 ;   1.2600000000000003E-004
         201 ;   1.2200000000000004E-004
         221 ;   1.4600000000000008E-004
         241 ;   1.7399999999999989E-004
         261 ;   2.0399999999999997E-004
         281 ;   2.3600000000000010E-004
         301 ;   1.1160000000000002E-003
         321 ;   3.0700000000000020E-004
         341 ;   3.7700000000000016E-004
         361 ;   4.0200000000000001E-004
         381 ;   4.3800000000000002E-004
         401 ;   4.9500000000000021E-004
         421 ;   5.3400000000000019E-004
         441 ;   6.1399999999999996E-004
         461 ;   6.6599999999999993E-004
         481 ;   7.4699999999999983E-004
         501 ;   7.8299999999999984E-004
         521 ;   1.0349999999999995E-003
         541 ;   1.3439999999999997E-003
         561 ;   1.8040000000000000E-003
         581 ;   2.2069999999999998E-003
         601 ;   2.4619999999999998E-003
         621 ;   2.6639999999999997E-003
         641 ;   1.3239999999999997E-003
         661 ;   1.4310000000000000E-003
         681 ;   3.2129999999999997E-003
         701 ;   3.2069999999999998E-003
         721 ;   3.4180000000000000E-003
         741 ;   3.5360000000000009E-003
         761 ;   3.7940000000000005E-003
         781 ;   4.1089999999999998E-003
         801 ;   4.3099999999999996E-003
         821 ;   4.5620000000000001E-003
         841 ;   4.7889999999999999E-003
         861 ;   3.7920000000000002E-003
         881 ;   3.4290000000000015E-003
         901 ;   4.7739999999999987E-003
         921 ;   5.3419999999999995E-003
         941 ;   5.7020000000000005E-003
         961 ;   6.1140000000000014E-003
         981 ;   6.1749999999999999E-003
        1001 ;   6.8989999999999989E-003
        1021 ;   6.7869999999999996E-003
        1041 ;   4.4149999999999988E-003
        1061 ;   4.3759999999999979E-003
        1081 ;   4.7859999999999986E-003
        1101 ;   5.0520000000000009E-003
        1121 ;   5.4920000000000004E-003
        1141 ;   8.0870000000000004E-003
        1161 ;   8.6289999999999978E-003
        1181 ;   1.3967000000000000E-002
        1201 ;   1.1042000000000000E-002
        1221 ;   1.1953000000000002E-002
        1241 ;   1.2617999999999997E-002
        1261 ;   1.4624999999999996E-002
        1281 ;   1.2662999999999997E-002
        1301 ;   1.8938999999999998E-002
        1321 ;   1.5495999999999996E-002
        1341 ;   1.8265000000000000E-002
        1361 ;   1.6964000000000000E-002
        1381 ;   1.6871000000000001E-002
        1401 ;   1.8058999999999999E-002
        1421 ;   2.3313000000000000E-002
        1441 ;   2.2894999999999999E-002
        1461 ;   2.1932000000000000E-002
        1481 ;   2.0885000000000001E-002
        1501 ;   2.2293000000000000E-002
        1521 ;   2.1652000000000005E-002
        1541 ;   2.2337000000000003E-002
        1561 ;   2.3921999999999999E-002
        1581 ;   2.2499999999999999E-002
        1601 ;   2.5164000000000006E-002
        1621 ;   2.6220999999999994E-002
        1641 ;   3.0725000000000002E-002
        1661 ;   2.8296999999999996E-002
        1681 ;   2.9478000000000004E-002
        1701 ;   2.7151999999999996E-002
        1721 ;   3.0885999999999997E-002
        1741 ;   3.1689000000000002E-002
        1761 ;   2.7577000000000004E-002
        1781 ;   3.4664999999999994E-002
        1801 ;   3.1185999999999998E-002
        1821 ;   3.1205000000000004E-002
        1841 ;   3.2518999999999999E-002
        1861 ;   3.2932999999999990E-002
        1881 ;   3.2647999999999996E-002
        1901 ;   3.4056000000000003E-002
        1921 ;   3.6194999999999991E-002
        1941 ;   3.6448999999999995E-002
        1961 ;   3.6418000000000006E-002
        1981 ;   3.8487000000000000E-002
        2001 ;   3.7472999999999999E-002
        2021 ;   4.0874000000000008E-002
        2041 ;   3.8689999999999988E-002
        2061 ;   4.0975999999999999E-002
        2081 ;   4.1465000000000002E-002
        2101 ;   4.0202000000000002E-002
        2121 ;   4.4443999999999997E-002
        2141 ;   6.3727999999999993E-002
        2161 ;   5.7125999999999996E-002
        2181 ;   4.4250000000000012E-002
        2201 ;   5.8717000000000005E-002
        2221 ;   8.4336999999999995E-002
        2241 ;   5.3226000000000009E-002
        2261 ;   4.9497999999999986E-002
        2281 ;   6.2489000000000003E-002
        2301 ;   5.0494000000000011E-002
        2321 ;   5.5577000000000001E-002
        2341 ;   5.3375000000000006E-002
        2361 ;   5.6223999999999996E-002
        2381 ;   5.8383999999999978E-002
        2401 ;   5.4880000000000012E-002
        2421 ;   7.6117000000000004E-002
        2441 ;   7.7518999999999991E-002
        2461 ;   7.0809000000000011E-002
        2481 ;   5.9953999999999993E-002
        2501 ;   7.3588000000000001E-002
        2521 ;   7.2951999999999989E-002
        2541 ;   6.9292000000000006E-002
        2561 ;   7.7184000000000003E-002
        2581 ;   7.7506000000000005E-002
        2601 ;   6.5316999999999986E-002
        2621 ;   8.1827000000000011E-002
        2641 ;   6.5213000000000007E-002
        2661 ;   6.8876999999999994E-002
        2681 ;   6.8038000000000015E-002
        2701 ;   7.7478000000000005E-002
        2721 ;   7.0899000000000004E-002
        2741 ;   7.1375999999999995E-002
        2761 ;   8.4421999999999997E-002
        2781 ;   7.2142999999999999E-002
        2801 ;   9.9081000000000030E-002
        2821 ;   8.0165999999999987E-002
        2841 ;   7.5382999999999992E-002
        2861 ;   8.6042000000000007E-002
        2881 ;   7.9943999999999987E-002
        2901 ;   8.1044000000000005E-002
        2921 ;   7.6697999999999988E-002
        2941 ;   8.5965999999999987E-002
        2961 ;   8.0655000000000004E-002
        2981 ;   8.1973999999999991E-002
        3001 ;   9.5387000000000000E-002
        3021 ;   8.4831999999999991E-002
        3041 ;   9.6164999999999973E-002
        3061 ;  0.10511799999999999     
        3081 ;   9.2724000000000001E-002
        3101 ;  0.11143800000000001     
        3121 ;   8.9439999999999992E-002
        3141 ;   9.9229000000000012E-002
        3161 ;  0.10096700000000000     
        3181 ;  0.10730300000000001     
        3201 ;  0.13005400000000003     
        3221 ;  0.11533199999999996     
        3241 ;  0.14610700000000001     
        3261 ;   9.5136999999999972E-002
        3281 ;  0.16459599999999999     
        3301 ;  0.10643500000000003     
        3321 ;  0.10131899999999999     
        3341 ;  0.10091300000000000     
        3361 ;   9.9965999999999972E-002
        3381 ;  0.10280599999999998     
        3401 ;  0.10548900000000003     
        3421 ;  0.11261599999999997     
        3441 ;  0.12098200000000001     
        3461 ;  0.10838999999999999     
        3481 ;  0.11157899999999998     
        3501 ;  0.10715000000000002     
        3521 ;  0.15914900000000001     
        3541 ;  0.11096100000000000     
        3561 ;  0.11544400000000002     
        3581 ;  0.11972800000000000     
        3601 ;  0.11715799999999998     
        3621 ;  0.14828800000000000     
        3641 ;  0.14219299999999999     
        3661 ;  0.12114299999999997     
        3681 ;  0.20883499999999999     
        3701 ;  0.14606999999999998     
        3721 ;  0.14393100000000000     
        3741 ;  0.12816300000000000     
        3761 ;  0.13733600000000001     
        3781 ;  0.12474800000000000     
        3801 ;  0.13960800000000001     
        3821 ;  0.17834399999999997     
        3841 ;  0.14122199999999999     
        3861 ;  0.13442699999999999     
        3881 ;  0.13302599999999998     
        3901 ;  0.13840100000000000     
        3921 ;  0.14067000000000002     
        3941 ;  0.14037700000000000     
        3961 ;  0.14069900000000002     
        3981 ;  0.14206599999999997     
        4001 ;  0.16177000000000002     
        4021 ;  0.14563699999999999     
        4041 ;  0.15627799999999997     
        4061 ;  0.14639200000000002     
        4081 ;  0.14572600000000002     
        4101 ;  0.15241700000000000     
        4121 ;  0.15368399999999999     
        4141 ;  0.15285899999999999     
        4161 ;  0.15228399999999997     
        4181 ;  0.20000999999999997     
        4201 ;  0.15490900000000002     
        4221 ;  0.15878000000000003     
        4241 ;  0.16141300000000003     
        4261 ;  0.26239499999999993     
        4281 ;  0.26486799999999999     
        4301 ;  0.16463100000000003     
        4321 ;  0.18150200000000000     
        4341 ;  0.16844699999999996     
        4361 ;  0.18964300000000001     
        4381 ;  0.19339299999999998     
        4401 ;  0.17980400000000002     
        4421 ;  0.17748100000000000     
        4441 ;  0.17780299999999999     
        4461 ;  0.17954300000000001     
        4481 ;  0.17859299999999995     
        4501 ;  0.17910499999999996     
        4521 ;  0.18295699999999998     
        4541 ;  0.18598799999999999     
        4561 ;  0.20630400000000004     
        4581 ;  0.19324400000000003     
        4601 ;  0.21074299999999996     
        4621 ;  0.27794200000000002     
        4641 ;  0.19772099999999998     
        4661 ;  0.22647599999999996     
        4681 ;  0.22032799999999997     
        4701 ;  0.21617799999999998     
        4721 ;  0.19959800000000000     
        4741 ;  0.20116599999999996     
        4761 ;  0.22766599999999998     
        4781 ;  0.26898300000000003     
        4801 ;  0.29304399999999992     
        4821 ;  0.22950199999999998     
        4841 ;  0.20976200000000000     
        4861 ;  0.31921300000000002     
        4881 ;  0.24021599999999999     
        4901 ;  0.26844899999999999     
        4921 ;  0.23874699999999999     
        4941 ;  0.23960399999999998     
        4961 ;  0.32222099999999998     
        4981 ;  0.23634999999999995     
        5001 ;  0.23934399999999995     
        5021 ;  0.22823500000000008     
        5041 ;  0.29134800000000000     
        5061 ;  0.27255999999999991     
        5081 ;  0.31679799999999997     
        5101 ;  0.25606100000000004     
        5121 ;  0.24167800000000000     
        5141 ;  0.24784099999999998     
        5161 ;  0.28791400000000000     
        5181 ;  0.25912700000000000     
        5201 ;  0.25332400000000005     
        5221 ;  0.26197399999999993     
        5241 ;  0.25395300000000004     
        5261 ;  0.27227499999999993     
        5281 ;  0.25491199999999997     
        5301 ;  0.29176599999999997     
        5321 ;  0.26232599999999995     
        5341 ;  0.32618599999999998     
        5361 ;  0.32466799999999996     
        5381 ;  0.31323199999999995     
        5401 ;  0.28638799999999998     
        5421 ;  0.30614799999999998     
        5441 ;  0.37831000000000004     
        5461 ;  0.34405799999999997     
        5481 ;  0.28432499999999994     
        5501 ;  0.27795300000000001     
        5521 ;  0.30791000000000002     
        5541 ;  0.34587199999999996     
        5561 ;  0.28826499999999999     
        5581 ;  0.45472500000000005     
        5601 ;  0.34572100000000000     
        5621 ;  0.39436099999999996     
        5641 ;  0.34459600000000001     
        5661 ;  0.31754499999999997     
        5681 ;  0.32316299999999998     
        5701 ;  0.32630400000000004     
        5721 ;  0.30186999999999997     
        5741 ;  0.35549999999999993     
        5761 ;  0.32749300000000003     
        5781 ;  0.31282000000000004     
        5801 ;  0.32244699999999998     
        5821 ;  0.31784200000000001     
        5841 ;  0.32051099999999999     
        5861 ;  0.34432799999999997     
        5881 ;  0.32211100000000004     
        5901 ;  0.42711299999999996     
        5921 ;  0.36913499999999999     
        5941 ;  0.38282200000000000     
        5961 ;  0.36404099999999995     
        5981 ;  0.35627699999999995     
        6001 ;  0.38346499999999994     
        6021 ;  0.34752299999999992     
        6041 ;  0.37425299999999995     
        6061 ;  0.36592500000000006     
        6081 ;  0.36463400000000001     
        6101 ;  0.44684400000000013     
        6121 ;  0.44192300000000007     
        6141 ;  0.34648999999999996     
        6161 ;  0.36849799999999999     
        6181 ;  0.43209799999999998     
        6201 ;  0.46093500000000009     
        6221 ;  0.47013099999999997     
        6241 ;  0.42362899999999992     
        6261 ;  0.43533100000000002     
        6281 ;  0.48168500000000003     
